OBJECT_NAME : DB_ETCHER,

OBJECT_NAME : DB_GUI,

OBJECT_NAME : DB_INF,

OBJECT_NAME : DB_SYS,
OK,401,DB_SYS - Simulation mode is active !,,CHECK	,
OK,402,DB_SYS - Setpoint Interlock Disable !,Config Page에서 Setpoint Interlock를 Disable 설정했습니다.<\n>정상적인 설비 운영시에는 반드시 Enable로 전환 바랍니다.<\n>,CHECK	,
OK,403,DB_SYS - Setpoint & Monitoring Interlock Disable !,Config Page에서 Setpoint & Monitoring Interlock를 Disable 설정했습니다.<\n>정상적인 설비 운영시에는 반드시 Enable로 전환 바랍니다.<\n>,CHECK	,

OBJECT_NAME : FNC_CHM,
OK,501,FNC_CHM - ATM Pressure Time-Out !,Please	 check the chamber's pressure.<\n>,RETRY	ABORT	,
OK,502,FNC_CHM - Soft Venting Time-Out !,Please	 check the chamber's pressure.<\n>,RETRY	ABORT	,
OK,503,FNC_CHM - Soft Pumping Time-Out !,Please	 check the chamber's pressure.<\n>,RETRY	ABORT	,
OK,504,FNC_CHM - Low Vacuum Time-Out !,Please	 check the chamber's pressure.<\n>,RETRY	ABORT	,
OK,505,FNC_CHM - High Vacuum Time-Out !,Please	 check the chamber's pressure.<\n>,RETRY	ABORT	,
OK,506,FNC_CHM - Foreline Pumping Time-Out !,Please	 check the chamber's pressure.<\n>,RETRY	ABORT	,
OK,507,FNC_CHM - Foreline Over-Pumping Time-Out !,Please	 check the chamber's pressure.<\n>,RETRY	ABORT	,
OK,508,FNC_CHM - Foreline Pressure Sensor and Value Check Timeout,Please	 check the CM3S1 Sensor and Pressure Value,RETRY	ABORT	,
OK,509,FNC_CHM - Vacuum Sensor & Foreline Pressure Sensor Check Timeout,Please	 check the Vacuum Sensor & CM3S1 Pressure Sensor,RETRY	ABORT	,
OK,510,FNC_CHM - Chamber Pressure Sensor Check Timeout,Please	 Check the Chamber Vacuum Sensor.,RETRY	ABORT	,
OK,511,FNC_CHM - Process Pressure Sensor Check TImeout,Please	 Check the Chamber Vacuum Sensor.,RETRY	ABORT	,
OK,512,FNC_CHM - ATM Sensor Check timeout,Please	 check the ATM Sensor,RETRY	ABORT	,
OK,513,FNC_CHM - PMC's slot valve is not closed !,Please	 check the pmc's slit valve.<\n>,RETRY	ABORT	IGNORE	,
OK,530,FNC_CHM - PMC's shutter valve is not closed !,Please	 check the pmc's shutter valve.<\n>,RETRY	ABORT	,
OK,514,FNC_CHM - RF Contact Enable Timeout,Please	 RF Contact Status,RETRY	ABORT	,
OK,515,FNC_CHM - APC Valve Close Condition Occur.,Now.. Chamber Pressure is higher than (CM2 SW1) or (CM2 SW2) Config Value..<\n>For Safety	 APC Valve Will be Closed !!<\n>,CHECK	,
OK,516,FNC_CHM - Manometer Isolation Valve Close Condition Occur.,Now.. Chamber Pressure is higher than (CM2 SW2) Config Value..<\n>For Safety	 Manometer Isolation Valve Will be Closed !!<\n>,CHECK	,
OK,518,FNC_CHM - During Venting	 Vacuum Sensor Off Timeout.,Now.. Chamber Vacuum Sensor is not False whith a config timeout.<\n>Please	 Check Sensor Status !!<\n>,RETRY	ABORT	,
OK,519,FNC_CHM - During Venting	 ATM Sensor On Timeout.,Now.. Chamber Atm Sensor is not True whith a config timeout.<\n>Please	 Check Sensor Status !!<\n>,RETRY	ABORT	,
OK,520,FNC_CHM - Leak Check	 Max Pressure Alarm,During Leak Checking	 Current Chamber Pressure is higher than config value.<\n>Please	 Check Chamber Pressure Status !!<\n>,ABORT	,
OK,521,FNC_CHM - Leak Check Result Value is abnormal Alarm,After Leak Checking	 Leak Rate Result is higher than config value.<\n>Please	 Check Chamber Pressure Status !!<\n>,ABORT	,
OK,534,FNC_CHM - Leak Check with VAT valve position moving is start pressure over !,VAT valve관련 H/W를 확인해 주시기 바랍니다. <\n>VAT 관련된 부위에 LEAK이 있는 것 같습니다. <\n>,ABORT	,
OK,522,FNC_CHM - Main Water Leak Detect Alarm,Please	 Check Water Leak Detect Status !!<\n>,CHECK	,
OK,523,FNC_CHM - RF Contactor Automatically Off Condition Occur.,Please	 Check RF and Matcher Offline Status !!<\n>,CHECK	,
OK,524,FNC_CHM - RF Contactor Automatically Off Condition Occur.,Please	 Check Chamber Vacuum Status !!<\n>,CHECK	,
OK,525,FNC_CHM - RF Contactor Automatically Off Condition Occur.,Please	 Check Dry Pump Power Status !!<\n>,CHECK	,
OK,526,FNC_CHM - RF Matcher Alarm Not Normal Status.,Please	 Check Matcher Alarm Status !!<\n>,CHECK	,
OK,527,FNC_CHM - VAC Sensor Checking Timeout.,Please	 Check VAC Sensor Status !!<\n>,CHECK	,
OK,529,FNC_CHM - The state of Dry-Pump is not On !,Please	 Check the state of Dry-Pump ! <\n>,ABORT	,
OK,532,FNC_CHM - Top Plate Temperature must be less than 60 C.,If you want to execute "venting sequence"	 <\n>You must set the temperature of top plate to less than 60 C. <\n>,CHECK	,
OK,533,FNC_CHM - Current PMC's status is "ATM MAINT".,Please	 convert "ATM Maint"'s status from "YES" to "NO". <\n>There is "ATM Maint" button in PMC maint page. <\n>,CHECK	,

OBJECT_NAME : FNC_GAS_VLV_CTRL,
OK,601,FNC_GAS_VLV_CTRL - Chamber가 Pumping 상태가 아닙니다. <\n>,Chamber Pumping 후에 작업을 진행하시기 바랍니다.<\n>,RETRY	ABORT	,

OBJECT_NAME : FNC_PROC,
OK,801,FNC_PROC - Process recipe does not exist.,Please	 check process recipe file.<\n>,ABORT	RETRY	,
OK,802,FNC_PROC - Check Process Recovery Action !,Please	 check process recovery action.<\n>If you select [RESTART]					the process will restart after system initialize.<\n>If you select [ABORT]					the process will be aborted.<\n>If you select [JUMP]						the step that you select will be executed.<\n>If you select [END]						Without Plasma Dechuck.. the process will be normally completed.<\n>If you select [END_WITH_PLASMA_DECHUCK]	       With Plasma Dechuck recipe will be executed.<\n>,RESTART	ABORT	JUMP	END	PLASMA_DECHUCK	,
OK,803,FNC_PROC - Process [Plasma Dechuck] recipe does not exist.,Please	 check [Plasma Dechuck] recipe file.<\n>,RETRY	ABORT	,
OK,804,FNC_PROC - Process [Plasma Dechuck] Sequence Failed.,You must execute plasma dechuck sequence <\n><\n>If you don't	 Wafer may be broken in the chamber. <\n>,CLEAR	,
OK,805,FNC_PROC - Process recipe file is being changed	 now. <\n>,The process will run after recipe file save. <\n>Please	 wait or recipe file. <\n>,CLEAR	,
OK,806,FNC_PROC - Do you want to convert the status of wafer ? <\n>,If you click "YES"	 the status of wafer will be converted to "PROCESSED". <\n>If you click "NO"	  the status of wafer will be not changed. <\n>,YES	NO	,
OK,807,FNC_PROC - Do you want to proceed the re-processing of wafer ?,If you click "YES"	 the process will be proceeded. <\n>If you click "NO"	  the process will be aborted. <\n>,YES	NO	,
OK,808,FNC_PROC - The step size of process recipe is not correct !,,RETRY	ABORT	,
OK,809,FNC_PROC - Process를 진행할 상태가 아닙니다.,Lift_Pin은 Down 상태이어야 합니다. <\n>,RETRY	ABORT	,

OBJECT_NAME : FNC_STEP,
OK,901,FNC_STEP - STEP OVERTIME ALARM.,Process Step Time-Over Alarm Message.<\n>Check Process Step time and Control time.,CLEAR	,
OK,902,FNC_STEP - STABLE OVERTIME ALARM.,Process Stable Step Time-over Alarm Message.<\n>Check Process Stable Step time and Control time.,CLEAR	,

OBJECT_NAME : FNC_SYSTEM,
OK,1001,FNC_SYSTEM : SYSTEM INIT FAILED.,System Component Initialize Action Failed.,CHECK	,

OBJECT_NAME : INF_ACTIVE_HANDOFF,

OBJECT_NAME : INF_PMC,

OBJECT_NAME : MNG_AUTO_PM,
OK,1401,MNG_AUTO_PM - OBJECT MODE : UNKNOWN,,ABORT	,
OK,1402,MNG_AUTO_PM - AUTO PM : Utility Program Can't run !,,CHECK	,

OBJECT_NAME : Mng_GAUGE_CHECK,

OBJECT_NAME : MNG_MFC_FLOW,
OK,1801,MNG_MFC_FLOW - OBJECT MODE : UNKNOWN,,ABORT	,
OK,1802,MNG_MFC_FLOW - MFC Partial & CAL. : Utility Program Can't run !,,CHECK	,
OK,1803,MNG_MFC_FLOW - MFC FLOW CHECK Timeout !,,CHECK	,
OK,1804,MNG_MFC_FLOW - MFC FLOW MAX. GAS CAL. FLOW : ERROR !,,CHECK	,
OK,1811,MNG_MFC_FLOW - MFC1's Calibration : Low Warning.,,CHECK	,
OK,1812,MNG_MFC_FLOW - MFC2's Calibration : Low Warning.,,CHECK	,
OK,1813,MNG_MFC_FLOW - MFC3's Calibration : Low Warning.,,CHECK	,
OK,1814,MNG_MFC_FLOW - MFC4's Calibration : Low Warning.,,CHECK	,
OK,1815,MNG_MFC_FLOW - MFC5's Calibration : Low Warning.,,CHECK	,
OK,1816,MNG_MFC_FLOW - MFC6's Calibration : Low Warning.,,CHECK	,
OK,1817,MNG_MFC_FLOW - MFC7's Calibration : Low Warning.,,CHECK	,
OK,1818,MNG_MFC_FLOW - MFC8's Calibration : Low Warning.,,CHECK	,
OK,1819,MNG_MFC_FLOW - MFC9's Calibration : Low Warning.,,CHECK	,
OK,1820,MNG_MFC_FLOW - MFC10's Calibration : Low Warning.,,CHECK	,
OK,1821,MNG_MFC_FLOW - MFC11's Calibration : Low Warning.,,CHECK	,
OK,1822,MNG_MFC_FLOW - MFC12's Calibration : Low Warning.,,CHECK	,
OK,1823,MNG_MFC_FLOW - MFC13's Calibration : Low Warning.,,CHECK	,
OK,1824,MNG_MFC_FLOW - MFC14's Calibration : Low Warning.,,CHECK	,
OK,1825,MNG_MFC_FLOW - MFC15's Calibration : Low Warning.,,CHECK	,
OK,1826,MNG_MFC_FLOW - MFC16's Calibration : Low Warning.,,CHECK	,
OK,1827,MNG_MFC_FLOW - MFC17's Calibration : Low Warning.,,CHECK	,
OK,1831,MNG_MFC_FLOW - MFC1's Calibration : High Warning.,,CHECK	,
OK,1832,MNG_MFC_FLOW - MFC2's Calibration : High Warning.,,CHECK	,
OK,1833,MNG_MFC_FLOW - MFC3's Calibration : High Warning.,,CHECK	,
OK,1834,MNG_MFC_FLOW - MFC4's Calibration : High Warning.,,CHECK	,
OK,1835,MNG_MFC_FLOW - MFC5's Calibration : High Warning.,,CHECK	,
OK,1836,MNG_MFC_FLOW - MFC6's Calibration : High Warning.,,CHECK	,
OK,1837,MNG_MFC_FLOW - MFC7's Calibration : High Warning.,,CHECK	,
OK,1838,MNG_MFC_FLOW - MFC8's Calibration : High Warning.,,CHECK	,
OK,1839,MNG_MFC_FLOW - MFC9's Calibration : High Warning.,,CHECK	,
OK,1840,MNG_MFC_FLOW - MFC10's Calibration : High Warning.,,CHECK	,
OK,1841,MNG_MFC_FLOW - MFC11's Calibration : High Warning.,,CHECK	,
OK,1842,MNG_MFC_FLOW - MFC12's Calibration : High Warning.,,CHECK	,
OK,1843,MNG_MFC_FLOW - MFC13's Calibration : High Warning.,,CHECK	,
OK,1844,MNG_MFC_FLOW - MFC14's Calibration : High Warning.,,CHECK	,
OK,1845,MNG_MFC_FLOW - MFC15's Calibration : High Warning.,,CHECK	,
OK,1846,MNG_MFC_FLOW - MFC16's Calibration : High Warning.,,CHECK	,
OK,1847,MNG_MFC_FLOW - MFC17's Calibration : High Warning.,,CHECK	,
OK,1851,MNG_MFC_FLOW - MFC1's Calibration : Low Error.,,CHECK	,
OK,1852,MNG_MFC_FLOW - MFC2's Calibration : Low Error.,,CHECK	,
OK,1853,MNG_MFC_FLOW - MFC3's Calibration : Low Error.,,CHECK	,
OK,1854,MNG_MFC_FLOW - MFC4's Calibration : Low Error.,,CHECK	,
OK,1855,MNG_MFC_FLOW - MFC5's Calibration : Low Error.,,CHECK	,
OK,1856,MNG_MFC_FLOW - MFC6's Calibration : Low Error.,,CHECK	,
OK,1857,MNG_MFC_FLOW - MFC7's Calibration : Low Error.,,CHECK	,
OK,1858,MNG_MFC_FLOW - MFC8's Calibration : Low Error.,,CHECK	,
OK,1859,MNG_MFC_FLOW - MFC9's Calibration : Low Error.,,CHECK	,
OK,1860,MNG_MFC_FLOW - MFC10's Calibration : Low Error.,,CHECK	,
OK,1861,MNG_MFC_FLOW - MFC11's Calibration : Low Error.,,CHECK	,
OK,1862,MNG_MFC_FLOW - MFC12's Calibration : Low Error.,,CHECK	,
OK,1863,MNG_MFC_FLOW - MFC13's Calibration : Low Error.,,CHECK	,
