0.010		0.010 
0.711		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.711		0.154 
0.711		0.154 
0.711		0.154 
0.711		0.154 
0.711		0.154 
0.711		0.154 
0.711		0.154 
0.711		0.154 
0.711		0.154 
0.711		0.154 
0.711		0.154 
0.711		0.154 
0.711		0.154 
0.711		0.154 
0.711		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
0.712		0.154 
